price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,yr_built,yr_renovated,zipcode,year,month
283200.0,4,2.5,1982,6406,2.0,0,0,3,2004,0,98030,2014,05
273000.0,3,1.0,1500,6250,1.0,0,0,3,1945,0,98126,2014,10
599000.0,5,2.25,2460,8710,1.0,0,0,4,1976,0,98052,2014,12
460000.0,4,2.5,2680,11998,1.0,0,3,3,1960,0,98003,2015,04
1157200.0,4,4.25,5860,52889,2.0,0,0,4,1996,0,98072,2014,05
385000.0,4,1.75,1720,8750,1.0,0,0,3,1971,0,98034,2014,06
264250.0,3,1.0,1420,7420,1.5,0,0,3,1944,0,98178,2014,09
608000.0,3,2.5,1760,1472,3.0,0,0,3,2006,0,98119,2014,10
450000.0,3,2.5,2790,48994,2.0,0,0,4,1984,0,98042,2014,09
1755000.0,3,2.0,2360,4800,2.0,0,0,3,1909,1,98112,2014,07
339950.0,5,2.0,1890,6050,2.0,0,0,4,1944,0,98178,2014,11
760000.0,6,3.75,3810,6150,2.0,0,0,4,1977,0,98103,2015,04
350000.0,2,1.0,1160,5395,1.0,0,0,3,1940,0,98103,2015,04
541500.0,3,1.75,2320,55847,1.0,0,2,4,1960,0,98001,2015,04
730000.0,6,2.75,3280,16449,1.0,0,0,4,1963,0,98007,2015,03
215000.0,3,1.0,980,5600,1.0,0,0,2,1949,0,98106,2015,04
420000.0,3,2.0,1640,9972,1.0,0,0,4,1977,0,98075,2014,05
655000.0,4,2.25,2060,8470,1.0,0,0,3,1983,0,98006,2014,05
240000.0,3,2.5,1500,10652,2.0,0,0,4,1981,0,98031,2015,01
730000.0,4,2.0,2360,6000,1.0,0,0,5,1939,0,98199,2014,06
390000.0,4,1.5,1940,12100,1.0,0,0,3,1962,0,98033,2014,10
473000.0,3,1.0,1280,10000,1.0,0,0,4,1954,0,98006,2014,10
698000.0,4,3.5,3630,5670,2.0,0,0,3,1970,1,98056,2015,03
511000.0,3,2.5,1820,4883,2.0,0,0,3,2005,0,98028,2014,05
358000.0,2,1.5,960,1808,2.0,0,0,3,1993,0,98122,2014,05
499990.0,3,1.75,1630,8400,1.0,0,0,4,1955,0,98007,2015,04
322000.0,4,2.25,1940,10200,1.0,0,0,3,1960,0,98188,2015,03
201000.0,3,1.0,980,9682,1.0,0,0,3,1969,0,98031,2014,10
765000.0,4,2.5,3140,16200,1.0,0,1,3,1988,0,98166,2014,11
920000.0,4,2.75,2880,5750,1.5,0,0,5,1928,0,98116,2014,06
360000.0,4,2.0,1650,7552,1.0,0,0,4,1977,0,98155,2015,04
297300.0,3,1.75,1980,9220,2.0,0,0,3,1987,0,98092,2015,05
399000.0,3,1.0,860,9403,1.0,0,0,4,1942,1,98033,2014,09
400000.0,3,1.0,1430,10005,1.5,0,0,4,1950,0,98133,2014,06
230000.0,3,1.75,1260,10164,1.0,0,0,4,1964,0,98059,2014,08
290000.0,3,1.0,960,4560,1.0,0,0,4,1968,0,98106,2015,02
323800.0,3,2.5,2060,7658,2.0,0,0,3,2003,0,98023,2015,04
574500.0,4,1.5,1430,6380,1.5,0,0,4,1930,0,98125,2014,10
505000.0,3,2.25,1670,1596,2.0,0,0,3,2002,0,98199,2014,05
372500.0,2,1.0,880,10950,1.0,0,0,4,1944,0,98133,2015,04
425000.0,3,1.5,1300,19163,1.0,0,0,3,1964,0,98052,2014,07
446250.0,3,2.5,2380,214315,1.5,0,0,3,2000,0,98045,2015,04
330000.0,2,0.75,520,6862,1.0,0,0,4,1924,1,98010,2014,08
608095.0,3,2.5,2680,17707,2.0,0,1,3,1983,0,98034,2015,04
550000.0,3,2.5,2140,10136,1.0,0,0,3,1958,0,98006,2015,01
265000.0,4,2.5,1820,16103,2.0,0,0,3,2004,0,98030,2014,08
399888.0,4,2.25,1820,8255,1.5,0,0,4,1930,0,98133,2014,06
430000.0,2,1.0,1050,2570,1.0,0,0,5,1927,0,98117,2014,06
554990.0,3,2.5,2100,6092,2.0,0,0,3,2013,0,98028,2015,05
359950.0,3,2.5,2210,6280,2.0,0,0,3,2003,0,98038,2014,11
405000.0,2,1.0,860,2599,1.0,0,0,4,1901,0,98107,2014,06
280000.0,2,1.0,870,4025,1.0,0,0,3,1981,0,98034,2015,04
479950.0,4,2.25,2570,11070,2.0,0,0,4,1966,0,98058,2015,04
575000.0,5,1.75,2980,53578,1.0,0,0,4,1976,0,98027,2014,09
392000.0,4,2.25,2360,7733,2.0,0,0,3,1983,0,98058,2015,02
760500.0,4,2.25,2310,36136,2.0,0,0,4,1977,0,98072,2015,02
435000.0,3,2.5,2300,9521,2.0,0,0,3,2003,0,98019,2014,06
1565000.0,4,2.75,2810,8570,2.0,0,0,3,1993,0,98004,2014,08
261000.0,4,1.5,2040,10488,1.0,0,0,3,1961,0,98188,2014,12
1482500.0,3,2.25,3290,5000,2.0,0,0,3,1939,0,98105,2015,05
853800.0,7,4.0,2960,2665,2.0,0,0,3,1927,1,98144,2015,04
657500.0,3,2.5,2670,10496,2.0,0,0,3,1989,0,98074,2014,05
331950.0,4,2.5,2530,9933,2.0,0,2,3,1990,0,98092,2014,05
514000.0,3,1.75,1720,5899,1.0,0,1,3,1986,0,98136,2014,06
496000.0,3,3.5,3090,27598,2.0,0,2,4,1995,0,98070,2014,09
1093000.0,4,2.5,3930,21894,2.0,0,0,3,1987,0,98052,2015,02
195700.0,3,1.0,1120,5200,1.0,0,0,5,1976,0,98042,2014,11
1395710.0,4,2.25,3960,8640,2.0,0,2,3,1925,0,98112,2014,07
1175000.0,4,3.25,4060,20822,2.0,0,0,3,1991,0,98077,2014,12
643403.0,3,2.5,2350,9648,1.0,0,0,4,1966,0,98008,2014,09
357000.0,4,2.5,2380,7066,2.0,0,0,4,1997,0,98031,2014,05
865000.0,3,1.75,1480,8163,1.0,0,0,3,1953,0,98004,2015,04
905000.0,3,2.5,2930,9280,2.0,0,0,4,1988,0,98007,2014,11
265000.0,3,1.5,1290,7100,1.0,0,0,3,1954,0,98198,2014,10
535000.0,2,2.5,2730,7246,2.0,0,0,3,1998,0,98056,2014,12
450000.0,3,1.0,1290,5440,1.0,0,0,4,1929,0,98117,2014,08
460500.0,4,2.5,2170,7533,2.0,0,0,3,1991,0,98059,2015,02
315000.0,4,1.75,1850,8580,1.0,0,0,3,1960,0,98178,2014,11
607500.0,4,2.5,2110,13939,1.0,0,0,3,1978,0,98008,2015,02
432000.0,2,1.0,960,3235,1.0,0,0,4,1916,0,98103,2015,01
1695000.0,3,4.0,3910,5350,2.0,0,2,5,1933,0,98199,2015,02
479000.0,4,2.5,2590,6139,2.0,0,0,3,2001,0,98038,2014,08
475000.0,5,2.75,3080,6600,2.0,0,0,3,2002,0,98058,2015,03
415000.0,3,1.0,1630,8146,1.0,0,0,3,1952,0,98125,2014,11
450000.0,2,1.0,910,5000,1.0,0,0,4,1914,0,98117,2014,08
1140000.0,3,2.5,2780,33503,1.5,0,1,4,1969,0,98075,2014,07
430000.0,5,3.0,3880,8432,2.0,0,0,3,2004,0,98056,2014,09
296000.0,3,1.75,1360,10742,1.0,0,0,5,1971,0,98058,2014,09
303000.0,4,2.25,2560,8927,1.0,0,0,3,1976,0,98001,2014,07
641000.0,4,2.5,2600,6015,2.0,0,0,3,2004,0,98075,2014,10
280000.0,3,2.25,1220,5739,1.0,0,0,3,1984,0,98115,2015,02
260750.0,3,2.0,1560,9635,1.0,0,0,3,1966,0,98003,2014,08
601000.0,4,2.5,2080,5191,2.0,0,0,3,2001,0,98075,2014,11
255000.0,3,1.5,1490,6604,1.0,0,0,4,1918,0,98166,2014,08
555000.0,4,2.75,2020,10720,1.0,0,0,4,1976,0,98052,2014,06
865000.0,3,1.5,1530,10827,1.0,0,0,4,1955,0,98039,2014,11
1388000.0,4,2.5,3450,17400,1.5,0,0,4,1964,0,98004,2014,09
315000.0,3,2.25,1400,31626,1.0,0,0,2,1987,0,98092,2014,05
200000.0,2,1.0,1730,9610,1.0,0,0,3,1962,0,98001,2014,06
357000.0,3,1.0,1370,6450,1.0,0,0,3,1948,0,98125,2014,11
390000.0,2,1.5,1050,934,2.0,0,0,3,2007,0,98122,2014,12
462000.0,5,1.75,2840,10220,1.0,0,0,4,1954,0,98177,2014,07
174500.0,2,1.0,1010,5200,1.0,0,0,3,1955,0,98198,2014,05
305000.0,2,1.0,1210,7140,1.5,0,0,3,1921,0,98133,2015,02
449000.0,5,1.75,1720,14040,1.0,0,0,4,1956,0,98133,2015,02
260000.0,3,2.0,2710,5000,2.0,0,0,3,1951,0,98126,2014,08
751000.0,4,2.5,3110,6142,2.0,0,0,3,2004,0,98052,2014,05
370037.0,2,1.0,1250,9270,1.0,0,0,4,1948,0,98133,2015,04
229950.0,3,1.75,1900,8910,2.0,0,0,4,1988,0,98092,2014,08
349000.0,3,1.75,1740,7682,1.0,0,0,3,1978,0,98058,2015,04
348000.0,4,2.5,2070,3808,2.0,0,0,3,2003,0,98058,2015,01
1220000.0,3,3.25,3030,5600,2.0,0,2,3,1905,1,98144,2015,04
510000.0,4,3.0,3610,18948,2.0,0,0,3,1993,0,98023,2015,01
265000.0,3,1.5,1520,6805,1.0,0,0,4,1981,0,98023,2015,03
1250000.0,3,2.75,2780,4815,3.0,0,2,3,1974,0,98105,2014,10
937500.0,4,4.0,5545,871200,2.0,0,0,3,2003,0,98014,2015,01
485000.0,3,1.75,2590,8384,1.0,0,0,4,1971,0,98011,2014,08
489000.0,4,1.0,1150,5217,1.5,0,0,3,1951,0,98115,2015,03
400000.0,2,1.0,920,5120,1.0,0,0,5,1952,0,98136,2015,01
638000.0,3,2.5,2110,3600,2.0,0,0,3,2005,0,98052,2014,06
440000.0,3,1.75,1170,8740,1.0,0,0,4,1968,0,98052,2014,06
305000.0,6,2.0,1900,8240,1.0,0,0,2,1964,0,98125,2014,06
649950.0,6,2.0,1900,8240,1.0,0,0,2,1964,0,98125,2015,03
680000.0,4,2.5,3290,6012,2.0,0,0,3,2005,0,98075,2015,02
629000.0,4,2.5,2660,22050,2.0,0,0,3,1996,0,98059,2014,07
555000.0,3,2.5,2160,7584,2.0,0,0,3,1988,0,98029,2014,09
669000.0,4,2.75,2700,35362,2.0,0,0,5,1976,0,98077,2014,06
272000.0,3,2.5,1980,6608,2.0,0,0,3,1994,0,98092,2014,08
270000.0,4,2.25,2600,9900,1.0,0,0,3,1965,0,98178,2014,06
215000.0,3,1.0,1280,9775,1.0,0,0,3,1964,0,98003,2015,01
690000.0,3,1.5,1710,17707,1.0,0,0,4,1947,0,98040,2015,04
256000.0,4,1.75,1270,6825,1.0,0,2,3,1950,0,98178,2015,03
255000.0,3,2.25,1890,7314,1.0,0,0,3,1981,0,98031,2015,03
550000.0,7,4.0,3440,8100,2.0,0,0,3,1970,0,98103,2014,05
410000.0,3,1.0,1190,5280,1.0,0,0,4,1957,0,98146,2015,05
410000.0,2,1.0,1030,4366,1.0,0,0,3,1912,0,98136,2014,11
259000.0,3,1.75,1240,4000,1.0,0,0,3,1986,0,98055,2014,07
292000.0,3,1.0,1730,21183,1.0,0,0,3,1955,0,98168,2015,03
1648000.0,4,3.5,4610,12500,2.0,0,2,3,2003,0,98033,2014,08
518000.0,5,1.0,1590,5000,1.5,0,0,3,1929,0,98116,2014,11
485000.0,3,2.5,1760,3097,2.0,0,0,3,1992,0,98029,2015,03
259500.0,3,2.0,1330,35060,1.0,0,0,3,1989,0,98092,2015,03
354000.0,4,2.5,2340,5420,2.0,0,0,3,2003,0,98038,2015,04
999950.0,3,2.25,3740,22464,2.0,0,0,5,1966,0,98004,2015,03
464500.0,3,1.75,1150,10466,1.0,0,0,5,1959,0,98006,2014,06
300000.0,3,2.5,1750,4200,2.0,0,0,3,2005,0,98038,2014,08
1080000.0,3,2.75,3890,7216,2.0,0,1,3,1967,1,98118,2014,07
309950.0,4,2.5,1770,6666,2.0,0,0,3,1989,0,98023,2014,07
315000.0,3,1.0,1160,3700,1.5,0,0,3,1909,0,98106,2014,09
499950.0,3,1.0,1440,5580,1.5,0,0,3,1908,0,98115,2014,07
780000.0,4,2.0,2600,4800,1.0,0,2,3,1953,0,98119,2014,07
885000.0,3,3.25,2640,16090,1.0,0,2,4,1976,0,98040,2014,11
500000.0,2,1.0,1010,3885,1.5,0,0,4,1906,1,98112,2014,05
329000.0,3,2.0,1840,6755,1.0,0,2,3,1989,0,98003,2014,12
246000.0,4,1.75,1720,7455,1.0,0,0,4,1963,0,98058,2014,10
405000.0,3,1.5,1280,9600,1.0,0,0,4,1960,0,98033,2014,12
349000.0,4,1.75,1700,7800,1.0,0,0,5,1981,0,98059,2014,05
374950.0,4,2.5,1980,12062,2.0,0,0,3,1992,0,98031,2015,03
306000.0,3,2.0,1160,7217,1.0,0,0,3,1969,0,98034,2014,07
416000.0,4,1.75,1980,7840,1.0,0,0,4,1961,0,98008,2014,08
560000.0,3,2.5,1960,12476,2.0,0,0,4,1989,0,98056,2014,06
260000.0,3,1.5,1270,20700,1.0,0,0,2,1948,0,98155,2014,06
306500.0,3,2.25,2060,38377,1.0,0,0,4,1978,0,98003,2014,05
299950.0,3,1.75,1980,11274,1.0,0,0,4,1968,0,98058,2014,12
265500.0,3,2.5,1450,8977,1.0,0,0,3,1990,0,98092,2015,04
219000.0,3,1.5,1200,12000,1.0,0,0,3,1986,0,98001,2014,08
365000.0,3,1.75,1830,17349,1.0,0,0,3,1977,0,98072,2015,05
499000.0,3,2.0,2090,42689,1.5,0,0,3,1959,1,98010,2014,05
366000.0,3,1.75,1510,8301,1.0,0,0,3,1967,0,98034,2014,06
514950.0,3,2.25,1310,1264,3.0,0,0,3,2014,0,98117,2015,05
875000.0,4,2.75,3790,10669,2.0,0,0,3,1999,0,98075,2014,06
831000.0,3,2.25,2240,8800,1.0,0,0,5,1957,0,98005,2015,01
689900.0,4,3.25,2740,7266,2.0,0,0,3,2003,0,98027,2014,05
315000.0,3,2.5,1660,10763,2.0,0,0,3,1994,0,98038,2014,07
355000.0,0,0.0,2460,8049,2.0,0,0,3,1990,0,98031,2015,04
336500.0,3,1.0,1480,7284,1.0,0,0,3,1963,0,98133,2014,06
1100000.0,3,2.75,2640,4050,1.5,0,0,5,1926,0,98112,2014,05
375000.0,6,2.0,1900,8057,1.0,0,0,4,1959,0,98133,2014,08
289275.0,3,2.0,2860,24046,1.0,0,0,3,1985,0,98019,2014,08
455000.0,4,3.5,3440,6000,2.0,0,0,4,2002,0,98198,2014,07
505000.0,3,1.75,1640,10695,1.0,0,2,3,1975,0,98034,2014,06
450000.0,3,1.0,1450,3350,1.5,0,0,4,1919,0,98126,2014,07
567500.0,3,2.5,2300,7398,2.0,0,0,3,2001,0,98065,2014,06
265000.0,3,1.5,1460,8505,1.0,0,0,4,1955,0,98055,2014,10
340000.0,3,2.0,1570,14992,1.0,0,0,3,2001,0,98014,2014,12
375000.0,3,2.0,1540,8885,1.5,0,0,5,1939,0,98019,2015,04
920000.0,6,3.0,3300,4218,2.0,0,0,3,1970,0,98103,2014,12
850000.0,4,2.25,2130,11843,2.0,0,0,4,1972,0,98040,2014,06
202000.0,3,1.0,1010,9750,1.0,0,0,5,1969,0,98042,2014,12
725000.0,4,3.0,2420,12000,1.0,0,0,3,1984,0,98077,2014,09
900000.0,3,3.25,3870,33980,2.0,0,0,3,1991,0,98006,2015,02
680200.0,2,1.5,1960,6000,1.0,0,0,3,1951,0,98103,2015,02
216500.0,3,1.0,1170,9000,1.0,0,0,4,1918,0,98022,2015,04
325000.0,3,1.5,1890,7650,1.0,0,0,5,1966,0,98003,2014,12
675000.0,3,2.5,2250,4134,2.0,0,0,3,2004,0,98052,2014,08
435000.0,2,0.75,750,16321,1.0,0,1,3,1936,0,98034,2015,05
263500.0,3,1.75,1610,14000,1.0,0,0,4,1977,0,98010,2015,01
550000.0,4,2.25,2590,36256,2.0,0,0,3,1978,0,98077,2015,05
875000.0,3,2.5,2520,3750,2.0,0,1,4,1995,0,98116,2015,04
246600.0,4,1.0,1340,8400,1.0,0,0,5,1966,0,98023,2015,04
337000.0,3,2.25,1460,941,3.0,0,0,3,2006,0,98133,2014,07
240000.0,3,1.75,1380,7500,1.0,0,0,3,1988,0,98038,2014,11
490000.0,3,1.75,1510,11120,1.0,0,0,4,1984,0,98005,2014,09
510000.0,5,2.5,2510,83231,1.0,0,0,4,1975,0,98027,2014,08
305000.0,3,1.0,910,8008,1.0,0,0,3,1971,0,98034,2015,03
350000.0,3,2.5,1970,3655,2.0,0,0,3,2003,0,98019,2015,04
284200.0,3,1.75,1540,6632,1.0,0,0,3,1959,0,98178,2015,02
357000.0,4,2.5,1980,9757,2.0,0,0,5,1995,0,98038,2015,01
854000.0,4,2.75,3150,38865,1.0,0,0,3,1986,0,98052,2014,06
1175000.0,4,2.5,4700,49658,2.0,0,0,3,1999,0,98075,2015,01
1000000.0,3,2.25,2300,15952,1.0,0,0,4,1963,0,98039,2014,10
616500.0,4,2.25,1880,3000,2.0,0,0,3,1909,1,98103,2014,11
750000.0,4,2.75,2640,3750,2.0,0,0,5,1911,0,98117,2014,11
650000.0,6,4.5,3900,9100,2.0,0,0,3,1979,0,98052,2014,10
275000.0,4,2.25,2670,10050,1.0,0,0,4,1962,0,98032,2014,07
540000.0,4,1.75,1840,4280,1.0,0,0,4,1918,0,98105,2014,10
225000.0,3,1.0,1120,10665,1.0,0,0,4,1961,0,98001,2014,08
845000.0,4,2.5,2970,9072,2.0,0,0,3,1991,0,98006,2015,04
490000.0,3,2.25,1410,7740,1.0,0,0,5,1923,0,98126,2015,03
753000.0,4,2.5,3060,8167,2.0,0,0,3,2005,0,98029,2014,12
475000.0,3,1.75,2490,7210,1.0,0,0,3,1972,0,98034,2015,02
124000.0,1,0.75,840,7203,1.5,0,0,3,1949,0,98168,2014,10
224000.0,1,0.75,840,7203,1.5,0,0,3,1949,0,98168,2015,04
485000.0,2,1.0,1130,3800,1.0,0,0,4,1916,0,98117,2014,08
230000.0,4,1.75,1850,6000,1.0,0,0,4,1944,0,98178,2014,06
372000.0,4,2.75,2330,14175,1.0,0,0,3,1980,0,98031,2014,11
306000.0,4,2.5,1880,9426,2.0,0,0,4,1990,0,98042,2015,05
905000.0,4,3.5,2980,3000,2.0,0,0,3,2008,0,98115,2014,08
440000.0,4,1.0,1440,6678,1.0,0,0,3,1950,0,98116,2015,03
280000.0,3,1.75,1630,10001,1.0,0,0,4,1977,0,98042,2015,04
435000.0,3,2.5,1778,147823,2.0,0,0,3,1999,0,98014,2014,07
425000.0,3,2.5,1930,4500,2.0,0,0,3,1990,0,98029,2014,06
204950.0,2,0.75,1130,11429,1.0,0,0,3,1956,0,98188,2014,08
670000.0,2,1.75,1650,7500,1.0,0,0,4,1959,0,98033,2014,07
475000.0,2,1.0,820,2723,1.0,0,0,3,1921,0,98103,2014,05
352000.0,5,2.5,2900,6650,1.0,0,0,3,1964,0,98168,2015,03
575000.0,4,1.75,2330,8800,1.0,0,2,4,1961,0,98008,2015,04
1730000.0,4,3.5,4440,20668,2.0,0,2,5,1965,0,98040,2014,11
491000.0,3,2.0,1660,5070,2.0,0,3,3,1950,1,98108,2014,10
750000.0,4,2.5,3020,7465,2.0,0,0,3,2004,0,98075,2014,07
830000.0,4,2.5,1850,50662,1.0,0,0,3,1978,0,98052,2014,05
1140000.0,6,3.75,5960,20197,2.0,0,4,3,2005,0,98065,2015,01
137124.0,3,1.0,960,27442,1.0,0,0,4,1970,0,98058,2014,07
225000.0,4,1.0,1150,6000,1.5,0,0,3,1907,0,98118,2014,08
732600.0,4,2.5,2130,7300,1.0,0,0,4,1963,0,98005,2014,06
818000.0,4,2.25,2460,8001,2.0,0,0,4,1984,0,98006,2015,03
431000.0,3,2.25,2360,14950,1.0,0,0,4,1978,0,98042,2014,08
304000.0,2,2.25,1320,1034,3.0,0,0,3,1996,0,98133,2014,10
650000.0,5,2.0,1910,4667,1.0,0,0,3,1908,0,98112,2014,10
450000.0,2,2.0,1610,6160,2.0,0,0,4,1977,0,98052,2015,04
269000.0,4,1.0,1610,8401,1.0,0,0,3,1958,0,98056,2014,08
875000.0,3,1.0,1160,10732,1.0,0,0,3,1953,0,98004,2014,12
890000.0,4,2.25,2870,8393,1.0,0,0,4,1977,0,98040,2015,04
565000.0,4,2.5,2280,9725,2.0,0,0,3,1986,0,98072,2014,10
448175.0,2,2.0,1370,1339,2.0,0,0,4,2006,0,98122,2015,03
235000.0,0,0.0,1470,4800,2.0,0,0,3,1996,0,98065,2014,12
680000.0,5,3.0,2970,6500,2.0,0,0,3,2000,0,98075,2014,09
629000.0,3,1.75,1460,12367,2.0,1,4,4,1970,0,98023,2015,02
494000.0,3,3.5,1570,1486,2.5,0,0,3,2000,0,98199,2015,04
1100000.0,4,3.0,2880,5500,2.0,0,0,4,1926,0,98102,2015,01
450000.0,5,2.5,1900,9460,1.0,0,0,3,1969,0,98034,2015,01
330000.0,3,1.75,2020,11050,1.0,0,0,4,1969,0,98059,2014,10
960000.0,4,2.5,3110,11397,2.0,0,3,4,1984,0,98006,2014,08
360000.0,4,2.5,2390,7056,2.0,0,0,3,1990,0,98001,2014,12
378000.0,3,2.5,2150,11672,2.0,0,0,3,2004,0,98038,2014,08
499950.0,3,1.75,1340,6250,1.0,0,0,4,1941,0,98136,2014,09
450000.0,3,2.5,1990,12866,2.0,0,0,4,1986,0,98072,2014,07
523500.0,2,2.0,1600,5969,1.0,0,0,4,1950,0,98116,2014,08
600000.0,3,2.5,2680,43995,2.0,0,0,3,1986,0,98077,2014,12
290000.0,3,2.5,2080,4828,2.0,0,0,3,2002,0,98042,2014,06
176000.0,3,3.25,1340,5434,2.0,0,0,3,1986,0,98038,2015,02
885000.0,3,2.0,2590,3750,1.5,0,0,5,1904,0,98109,2014,09
483000.0,2,1.75,1240,3000,1.5,0,0,3,1906,0,98105,2014,06
240000.0,3,1.0,1310,7125,1.0,0,0,4,1978,0,98042,2015,05
720000.0,4,2.25,2530,5200,1.0,0,1,4,1957,0,98117,2014,09
311000.0,4,2.5,1780,5822,2.0,0,0,3,2001,0,98058,2014,11
332500.0,3,2.0,1600,7995,1.0,0,0,3,1950,1,98118,2015,01
164950.0,3,1.75,1570,15330,1.0,0,0,3,1956,0,98166,2014,06
371000.0,3,1.75,1570,15330,1.0,0,0,3,1956,0,98166,2015,03
264500.0,3,1.75,1650,16200,1.0,0,0,3,1976,0,98031,2015,01
1738000.0,4,2.25,2920,6513,2.0,0,0,4,1937,0,98112,2014,07
503000.0,2,1.0,870,4280,1.0,0,2,4,1921,0,98105,2015,03
738000.0,4,2.5,2830,5010,2.0,0,0,3,2000,0,98115,2014,10
393000.0,2,1.0,980,3350,1.0,0,0,4,1925,0,98103,2014,09
280000.0,2,1.0,990,45528,1.0,0,0,4,1992,0,98070,2015,04
260000.0,4,2.5,2360,9647,1.0,0,2,3,1964,0,98003,2015,03
505000.0,2,1.0,1000,4640,1.0,0,2,3,1915,0,98116,2015,04
241000.0,3,1.5,1660,8000,1.0,0,0,4,1976,0,98030,2015,01
530000.0,3,1.75,1520,9605,1.0,0,0,3,1975,0,98052,2015,03
713000.0,1,1.0,1180,4000,1.5,0,2,4,1910,0,98118,2014,08
487000.0,3,1.75,1770,10125,2.0,0,0,3,1944,1,98133,2014,07
128000.0,2,1.0,980,5393,1.0,0,0,3,1969,0,98042,2014,11
210500.0,3,1.0,1840,10178,1.0,0,0,3,1960,0,98198,2014,11
420000.0,3,2.5,1810,7210,1.0,0,0,5,1968,0,98059,2015,01
679000.0,3,2.5,1780,4320,2.0,0,0,4,1930,1,98115,2014,10
784950.0,4,2.75,2840,4227,3.0,0,0,3,2014,0,98052,2014,12
352000.0,4,2.5,2650,6366,2.0,0,0,3,1998,0,98092,2014,11
386000.0,3,1.5,1270,1318,2.0,0,0,3,2004,0,98199,2014,06
335000.0,3,1.75,1260,17000,1.0,0,0,3,1994,0,98146,2015,04
472500.0,3,2.0,1750,15500,1.0,0,0,3,1982,0,98075,2014,06
599950.0,5,2.25,2680,13292,1.0,0,0,3,1976,0,98028,2014,11
963990.0,4,3.25,3830,6765,2.0,0,0,3,2014,0,98053,2014,07
735000.0,3,2.0,1610,3600,2.0,0,2,5,1925,0,98144,2014,09
858450.0,3,4.25,3840,9751,2.0,0,0,3,1998,0,98074,2015,03
665000.0,5,2.75,2670,4000,2.0,0,0,4,1914,0,98105,2015,05
290000.0,3,2.5,2000,7414,2.0,0,0,4,1993,0,98038,2014,07
250000.0,2,1.0,860,4320,1.0,0,0,3,1925,0,98108,2015,04
192500.0,3,1.75,1420,7205,1.0,0,0,3,1986,0,98030,2014,10
350000.0,4,2.0,2060,13400,1.0,0,2,4,1957,0,98166,2014,08
518000.0,4,2.5,2790,9910,2.0,0,0,3,2003,0,98059,2015,03
563000.0,4,1.0,1410,3376,1.5,0,0,5,1911,0,98107,2014,07
375000.0,4,3.0,2420,9566,2.0,0,0,3,2003,0,98188,2014,10
400000.0,3,2.5,1460,1319,3.0,0,0,3,2002,0,98103,2015,02
240000.0,5,1.75,2460,16000,1.0,0,0,3,1957,0,98023,2014,10
317500.0,2,1.0,1000,5120,1.0,0,0,3,1902,0,98122,2014,09
1315000.0,5,4.0,4420,36342,2.0,0,0,5,1982,0,98007,2015,02
234000.0,3,1.0,1240,239144,1.0,0,0,3,1921,1,98038,2014,11
645000.0,3,2.5,1740,13750,2.0,0,0,4,1975,0,98008,2014,05
649000.0,2,1.0,1280,4840,1.0,0,0,3,1908,0,98115,2015,03
605000.0,4,2.5,2520,3980,2.0,0,0,3,2004,0,98027,2015,04
337900.0,3,3.5,1500,1471,3.0,0,0,3,1999,0,98177,2014,08
535000.0,3,2.75,2490,3600,2.0,0,0,3,1906,0,98122,2015,02
325000.0,4,1.0,1530,5684,1.0,0,0,3,1957,0,98108,2014,09
429950.0,4,2.25,1740,10875,1.0,0,0,3,1967,0,98059,2014,12
775000.0,3,2.5,3550,32807,2.0,0,0,3,1989,0,98077,2015,04
650000.0,2,1.0,1280,6000,1.0,0,0,3,1965,0,98112,2014,07
1200000.0,4,2.25,2320,13114,2.0,0,0,5,1967,0,98040,2015,05
275000.0,2,1.0,1140,10404,1.0,0,0,3,1935,0,98155,2014,09
575000.0,4,3.5,3930,16970,2.0,0,0,3,1997,0,98019,2014,07
540000.0,3,2.5,2370,16455,1.0,0,0,5,1959,0,98155,2014,08
640000.0,3,1.75,2340,4206,1.0,0,0,5,1917,0,98144,2014,06
275000.0,3,1.5,1240,9125,1.0,0,0,4,1967,0,98058,2014,09
672800.0,4,2.5,2740,10533,2.0,0,0,3,1997,0,98074,2014,07
495000.0,4,2.25,1940,9144,1.0,0,0,4,1956,0,98007,2014,05
820000.0,3,2.5,2950,35108,1.5,0,0,3,1995,0,98077,2014,09
475000.0,4,2.75,1980,11443,1.0,0,0,5,1952,0,98155,2014,06
1275000.0,4,2.0,2850,7861,1.0,0,4,4,1970,0,98117,2014,05
380000.0,3,1.0,1160,9375,1.0,0,0,3,1967,0,98077,2015,04
397500.0,3,2.0,2130,8225,1.0,0,0,4,1987,0,98058,2014,08
352000.0,5,2.5,2420,8560,1.0,0,2,3,1978,0,98118,2014,05
893880.0,6,2.5,2820,8600,1.0,0,0,5,1967,0,98006,2015,04
635000.0,5,3.25,3710,34200,2.0,0,0,3,1986,0,98074,2014,09
420000.0,3,2.25,1770,8165,2.0,0,0,3,1977,0,98034,2014,05
503000.0,3,2.0,1260,2500,1.0,0,0,4,1987,0,98107,2015,03
689000.0,2,1.75,2330,10143,1.0,0,2,4,1953,0,98146,2014,09
749500.0,4,2.75,2490,3840,1.5,0,0,4,1922,0,98103,2014,09
1150000.0,6,3.75,4090,49542,2.0,0,0,3,1984,0,98005,2014,10
563500.0,4,2.5,2800,12831,2.0,0,0,3,2001,0,98019,2014,06
